person,year_month,screen_time_seconds
anderson cooper,2016-09-01,52899
anderson cooper,2016-10-01,49911
anderson cooper,2016-11-01,46031
anderson cooper,2016-12-01,39211
anderson cooper,2017-01-01,66540
anderson cooper,2017-02-01,56806
anderson cooper,2017-03-01,82762
anderson cooper,2017-04-01,75113
anderson cooper,2017-05-01,83168
anderson cooper,2017-06-01,97969
anderson cooper,2017-07-01,81137
anderson cooper,2017-08-01,78228
anderson cooper,2017-09-01,81385
anderson cooper,2017-10-01,83819
anderson cooper,2017-11-01,66088
anderson cooper,2017-12-01,58479
anderson cooper,2018-01-01,89118
anderson cooper,2018-02-01,107446
anderson cooper,2018-03-01,101352
anderson cooper,2018-04-01,109042
anderson cooper,2018-05-01,84156
anderson cooper,2018-06-01,73980
anderson cooper,2018-07-01,83484
anderson cooper,2018-08-01,63804
anderson cooper,2018-09-01,67593
anderson cooper,2018-10-01,97943
anderson cooper,2018-11-01,47031
anderson cooper,2018-12-01,40830
anderson cooper,2019-01-01,93777
anderson cooper,2019-02-01,72699
anderson cooper,2019-03-01,114299
anderson cooper,2019-04-01,91462
anderson cooper,2019-05-01,74418
anderson cooper,2019-06-01,40012
anderson cooper,2019-07-01,69692
anderson cooper,2019-08-01,78929
anderson cooper,2019-09-01,69550
anderson cooper,2019-10-01,81589
anderson cooper,2019-11-01,48672
anderson cooper,2019-12-01,47457
anderson cooper,2020-01-01,86750
anderson cooper,2020-02-01,46834
anderson cooper,2020-03-01,96907
anderson cooper,2020-04-01,189771
anderson cooper,2020-05-01,116042
anderson cooper,2020-06-01,74360
anderson cooper,2020-07-01,64130
andrea mitchell,2010-01-01,12911
andrea mitchell,2010-02-01,12198
andrea mitchell,2010-03-01,11344
andrea mitchell,2010-04-01,13953
andrea mitchell,2010-05-01,4817
andrea mitchell,2010-06-01,6860
andrea mitchell,2010-07-01,10278
andrea mitchell,2010-08-01,12672
andrea mitchell,2010-09-01,7858
andrea mitchell,2010-10-01,13570
andrea mitchell,2010-11-01,10595
andrea mitchell,2010-12-01,9941
andrea mitchell,2011-01-01,12297
andrea mitchell,2011-02-01,12340
andrea mitchell,2011-03-01,15329
andrea mitchell,2011-04-01,11313
andrea mitchell,2011-05-01,12837
andrea mitchell,2011-06-01,11962
andrea mitchell,2011-07-01,14028
andrea mitchell,2011-08-01,17420
andrea mitchell,2011-09-01,9597
andrea mitchell,2011-10-01,13177
andrea mitchell,2011-11-01,10294
andrea mitchell,2011-12-01,9646
andrea mitchell,2012-01-01,16069
andrea mitchell,2012-02-01,12944
andrea mitchell,2012-03-01,15133
andrea mitchell,2012-04-01,13833
andrea mitchell,2012-05-01,14654
andrea mitchell,2012-06-01,13582
andrea mitchell,2012-07-01,9629
andrea mitchell,2012-08-01,11601
andrea mitchell,2012-09-01,15459
andrea mitchell,2012-10-01,14265
andrea mitchell,2012-11-01,18387
andrea mitchell,2012-12-01,12525
andrea mitchell,2013-01-01,17917
andrea mitchell,2013-02-01,13293
andrea mitchell,2013-03-01,8518
andrea mitchell,2013-04-01,12468
andrea mitchell,2013-05-01,9143
andrea mitchell,2013-06-01,13797
andrea mitchell,2013-07-01,8994
andrea mitchell,2013-08-01,11127
andrea mitchell,2013-09-01,13323
andrea mitchell,2013-10-01,12267
andrea mitchell,2013-11-01,6861
andrea mitchell,2013-12-01,9042
andrea mitchell,2014-01-01,11240
andrea mitchell,2014-02-01,8497
andrea mitchell,2014-03-01,11919
andrea mitchell,2014-04-01,11193
andrea mitchell,2014-05-01,9265
andrea mitchell,2014-06-01,9258
andrea mitchell,2014-07-01,15714
andrea mitchell,2014-08-01,14326
andrea mitchell,2014-09-01,15902
andrea mitchell,2014-10-01,10322
andrea mitchell,2014-11-01,9826
andrea mitchell,2014-12-01,11002
andrea mitchell,2015-01-01,10901
andrea mitchell,2015-02-01,10173
andrea mitchell,2015-03-01,14596
andrea mitchell,2015-04-01,11289
andrea mitchell,2015-05-01,8897
andrea mitchell,2015-06-01,10107
andrea mitchell,2015-07-01,15148
andrea mitchell,2015-08-01,6751
andrea mitchell,2015-09-01,14004
andrea mitchell,2015-10-01,14306
andrea mitchell,2015-11-01,11563
andrea mitchell,2015-12-01,7254
andrea mitchell,2016-01-01,10665
andrea mitchell,2016-02-01,15341
andrea mitchell,2016-03-01,12638
andrea mitchell,2016-04-01,12509
andrea mitchell,2016-05-01,11327
andrea mitchell,2016-06-01,11469
andrea mitchell,2016-07-01,16638
andrea mitchell,2016-08-01,10065
andrea mitchell,2016-09-01,12719
andrea mitchell,2016-10-01,12077
andrea mitchell,2016-11-01,15528
andrea mitchell,2016-12-01,11339
andrea mitchell,2017-01-01,14000
andrea mitchell,2017-02-01,12706
andrea mitchell,2017-03-01,14245
andrea mitchell,2017-04-01,15548
andrea mitchell,2017-05-01,22261
andrea mitchell,2017-06-01,11283
andrea mitchell,2017-07-01,14354
andrea mitchell,2017-08-01,14911
andrea mitchell,2017-09-01,10690
andrea mitchell,2017-10-01,12035
andrea mitchell,2017-11-01,12609
andrea mitchell,2017-12-01,10370
andrea mitchell,2018-01-01,14842
andrea mitchell,2018-02-01,14676
andrea mitchell,2018-03-01,18564
andrea mitchell,2018-04-01,14695
andrea mitchell,2018-05-01,18168
andrea mitchell,2018-06-01,11594
andrea mitchell,2018-07-01,20560
andrea mitchell,2018-08-01,18837
andrea mitchell,2018-09-01,12777
andrea mitchell,2018-10-01,11444
andrea mitchell,2018-11-01,10555
andrea mitchell,2018-12-01,11350
andrea mitchell,2019-01-01,13713
andrea mitchell,2019-02-01,12139
andrea mitchell,2019-03-01,11660
andrea mitchell,2019-04-01,14791
andrea mitchell,2019-05-01,13364
andrea mitchell,2019-06-01,11820
andrea mitchell,2019-07-01,12675
andrea mitchell,2019-08-01,11435
andrea mitchell,2019-09-01,12481
andrea mitchell,2019-10-01,15540
andrea mitchell,2019-11-01,8011
andrea mitchell,2019-12-01,8288
andrea mitchell,2020-01-01,12716
andrea mitchell,2020-02-01,11050
andrea mitchell,2020-03-01,13139
andrea mitchell,2020-04-01,13618
andrea mitchell,2020-05-01,14427
andrea mitchell,2020-06-01,12952
andrea mitchell,2020-07-01,15045
andrew levy,2010-01-01,9043
andrew levy,2010-02-01,6971
andrew levy,2010-03-01,7979
andrew levy,2010-04-01,8691
andrew levy,2010-05-01,4440
andrew levy,2010-06-01,2364
andrew levy,2010-07-01,10179
andrew levy,2010-08-01,10989
andrew levy,2010-09-01,9243
andrew levy,2010-10-01,11458
andrew levy,2010-11-01,12576
andrew levy,2010-12-01,6432
andrew levy,2011-01-01,10576
andrew levy,2011-02-01,10876
andrew levy,2011-03-01,12596
andrew levy,2011-04-01,10979
andrew levy,2011-05-01,13362
andrew levy,2011-06-01,13112
andrew levy,2011-07-01,16189
andrew levy,2011-08-01,13938
andrew levy,2011-09-01,13323
andrew levy,2011-10-01,8985
andrew levy,2011-11-01,16678
andrew levy,2011-12-01,16137
andrew levy,2012-01-01,8814
andrew levy,2012-02-01,14944
andrew levy,2012-03-01,14482
andrew levy,2012-04-01,14555
andrew levy,2012-05-01,15629
andrew levy,2012-06-01,15110
andrew levy,2012-07-01,14632
andrew levy,2012-08-01,13491
andrew levy,2012-09-01,9874
andrew levy,2012-10-01,10494
andrew levy,2012-11-01,12942
andrew levy,2012-12-01,10682
andrew levy,2013-01-01,14326
andrew levy,2013-02-01,18585
andrew levy,2013-03-01,13127
andrew levy,2013-04-01,13827
andrew levy,2013-05-01,14888
andrew levy,2013-06-01,13187
andrew levy,2013-07-01,12396
andrew levy,2013-08-01,11395
andrew levy,2013-09-01,9770
andrew levy,2013-10-01,13305
andrew levy,2013-11-01,10608
andrew levy,2013-12-01,9848
andrew levy,2014-01-01,10891
andrew levy,2014-02-01,11569
andrew levy,2014-03-01,13265
andrew levy,2014-04-01,11485
andrew levy,2014-05-01,13338
andrew levy,2014-06-01,10154
andrew levy,2014-07-01,8834
andrew levy,2014-08-01,9485
andrew levy,2014-09-01,4833
andrew levy,2014-10-01,12439
andrew levy,2014-11-01,11909
andrew levy,2014-12-01,10100
andrew levy,2015-01-01,7825
andrew levy,2015-02-01,10263
andrew levy,2015-03-01,12067
andrew levy,2015-04-01,11675
andrew levy,2015-05-01,8113
andrew levy,2015-06-01,11724
andrew levy,2015-07-01,5196
andrew levy,2015-08-01,8775
andrew levy,2015-09-01,10589
andrew levy,2015-10-01,9635
andrew levy,2015-11-01,6248
andrew levy,2015-12-01,7289
andrew levy,2016-01-01,9375
andrew levy,2016-02-01,6872
andrew levy,2016-03-01,7843
andrew levy,2016-04-01,10683
andrew levy,2016-05-01,7764
andrew levy,2016-06-01,7687
andrew levy,2016-07-01,4568
andrew levy,2016-08-01,11953
andrew levy,2016-09-01,7586
andrew levy,2016-10-01,5331
andrew levy,2016-11-01,5100
andrew levy,2016-12-01,7823
andrew levy,2017-01-01,8707
andrew levy,2017-02-01,9566
andrew levy,2017-03-01,8639
andrew levy,2017-04-01,3310
andrew levy,2017-05-01,0
andrew levy,2017-06-01,0
andrew levy,2017-07-01,0
andrew levy,2017-08-01,15
andrew levy,2017-09-01,0
andrew levy,2017-10-01,0
andrew levy,2017-11-01,0
andrew levy,2017-12-01,0
andrew levy,2018-01-01,0
andrew levy,2018-02-01,0
andrew levy,2018-03-01,0
andrew levy,2018-04-01,0
andrew levy,2018-05-01,0
andrew levy,2018-06-01,0
andrew levy,2018-07-01,0
andrew levy,2018-08-01,0
andrew levy,2018-09-01,0
andrew levy,2018-10-01,0
andrew levy,2018-11-01,0
andrew levy,2018-12-01,0
andrew levy,2019-01-01,0
andrew levy,2019-02-01,7
andrew levy,2019-03-01,0
andrew levy,2019-04-01,0
andrew levy,2019-05-01,0
andrew levy,2019-06-01,0
andrew levy,2019-07-01,0
andrew levy,2019-08-01,0
andrew levy,2019-09-01,0
andrew levy,2019-10-01,0
andrew levy,2019-11-01,0
andrew levy,2019-12-01,0
andrew levy,2020-01-01,0
andrew levy,2020-02-01,0
andrew levy,2020-03-01,0
andrew levy,2020-04-01,0
andrew levy,2020-05-01,0
andrew levy,2020-06-01,0
andrew levy,2020-07-01,0
ari melber,2010-01-01,189
ari melber,2010-02-01,48
ari melber,2010-03-01,6
ari melber,2010-04-01,117
ari melber,2010-05-01,21
ari melber,2010-06-01,3
ari melber,2010-07-01,453
ari melber,2010-08-01,780
ari melber,2010-09-01,165
ari melber,2010-10-01,2159
ari melber,2010-11-01,1008
ari melber,2010-12-01,672
ari melber,2011-01-01,891
ari melber,2011-02-01,387
ari melber,2011-03-01,216
ari melber,2011-04-01,1305
ari melber,2011-05-01,768
ari melber,2011-06-01,192
ari melber,2011-07-01,2046
ari melber,2011-08-01,1344
ari melber,2011-09-01,1401
ari melber,2011-10-01,899
ari melber,2011-11-01,1904
ari melber,2011-12-01,4577
ari melber,2012-01-01,4623
ari melber,2012-02-01,2543
ari melber,2012-03-01,4649
ari melber,2012-04-01,2517
ari melber,2012-05-01,2850
ari melber,2012-06-01,6722
ari melber,2012-07-01,6136
ari melber,2012-08-01,3387
ari melber,2012-09-01,7001
ari melber,2012-10-01,5079
ari melber,2012-11-01,7691
ari melber,2012-12-01,9293
ari melber,2013-01-01,3839
ari melber,2013-02-01,3474
ari melber,2013-03-01,5711
ari melber,2013-04-01,7448
ari melber,2013-05-01,8500
ari melber,2013-06-01,11179
ari melber,2013-07-01,9986
ari melber,2013-08-01,11041
ari melber,2013-09-01,7640
ari melber,2013-10-01,9587
ari melber,2013-11-01,7315
ari melber,2013-12-01,12017
ari melber,2014-01-01,14699
ari melber,2014-02-01,17015
ari melber,2014-03-01,19001
ari melber,2014-04-01,20555
ari melber,2014-05-01,19249
ari melber,2014-06-01,21019
ari melber,2014-07-01,13576
ari melber,2014-08-01,6601
ari melber,2014-09-01,6244
ari melber,2014-10-01,4537
ari melber,2014-11-01,7787
ari melber,2014-12-01,14091
ari melber,2015-01-01,5443
ari melber,2015-02-01,6791
ari melber,2015-03-01,12440
ari melber,2015-04-01,10270
ari melber,2015-05-01,7094
ari melber,2015-06-01,13557
ari melber,2015-07-01,7320
ari melber,2015-08-01,11355
ari melber,2015-09-01,8721
ari melber,2015-10-01,6187
ari melber,2015-11-01,7433
ari melber,2015-12-01,12731
ari melber,2016-01-01,6488
ari melber,2016-02-01,8990
ari melber,2016-03-01,8050
ari melber,2016-04-01,5426
ari melber,2016-05-01,9108
ari melber,2016-06-01,8623
ari melber,2016-07-01,7038
ari melber,2016-08-01,7305
ari melber,2016-09-01,6641
ari melber,2016-10-01,9617
ari melber,2016-11-01,11807
ari melber,2016-12-01,20701
ari melber,2017-01-01,14867
ari melber,2017-02-01,23100
ari melber,2017-03-01,20543
ari melber,2017-04-01,12920
ari melber,2017-05-01,23858
ari melber,2017-06-01,22344
ari melber,2017-07-01,20841
ari melber,2017-08-01,21877
ari melber,2017-09-01,18460
ari melber,2017-10-01,26393
ari melber,2017-11-01,18836
ari melber,2017-12-01,27638
ari melber,2018-01-01,29218
ari melber,2018-02-01,25028
ari melber,2018-03-01,38311
ari melber,2018-04-01,29202
ari melber,2018-05-01,33967
ari melber,2018-06-01,33875
ari melber,2018-07-01,41693
ari melber,2018-08-01,35589
ari melber,2018-09-01,28143
ari melber,2018-10-01,26070
ari melber,2018-11-01,33194
ari melber,2018-12-01,34301
ari melber,2019-01-01,31730
ari melber,2019-02-01,38065
ari melber,2019-03-01,54760
ari melber,2019-04-01,43742
ari melber,2019-05-01,29767
ari melber,2019-06-01,35011
ari melber,2019-07-01,32747
ari melber,2019-08-01,26963
ari melber,2019-09-01,29827
ari melber,2019-10-01,45492
ari melber,2019-11-01,40102
ari melber,2019-12-01,37323
ari melber,2020-01-01,41593
ari melber,2020-02-01,30406
ari melber,2020-03-01,37649
ari melber,2020-04-01,29432
ari melber,2020-05-01,41915
ari melber,2020-06-01,35898
ari melber,2020-07-01,40080
barack obama,2010-01-01,167530
barack obama,2010-02-01,102878
barack obama,2010-03-01,94243
barack obama,2010-04-01,78310
barack obama,2010-05-01,39276
barack obama,2010-06-01,55035
barack obama,2010-07-01,79211
barack obama,2010-08-01,61630
barack obama,2010-09-01,87532
barack obama,2010-10-01,47037
barack obama,2010-11-01,86159
barack obama,2010-12-01,82737
barack obama,2011-01-01,97512
barack obama,2011-02-01,73032
barack obama,2011-03-01,76976
barack obama,2011-04-01,76663
barack obama,2011-05-01,78554
barack obama,2011-06-01,67355
barack obama,2011-07-01,102168
barack obama,2011-08-01,76645
barack obama,2011-09-01,89339
barack obama,2011-10-01,70214
barack obama,2011-11-01,48460
barack obama,2011-12-01,65014
barack obama,2012-01-01,81108
barack obama,2012-02-01,79847
barack obama,2012-03-01,88450
barack obama,2012-04-01,105166
barack obama,2012-05-01,120743
barack obama,2012-06-01,89761
barack obama,2012-07-01,83276
barack obama,2012-08-01,59238
barack obama,2012-09-01,136813
barack obama,2012-10-01,249590
barack obama,2012-11-01,148852
barack obama,2012-12-01,127177
barack obama,2013-01-01,154587
barack obama,2013-02-01,102819
barack obama,2013-03-01,74437
barack obama,2013-04-01,80530
barack obama,2013-05-01,94537
barack obama,2013-06-01,68965
barack obama,2013-07-01,81454
barack obama,2013-08-01,103140
barack obama,2013-09-01,162013
barack obama,2013-10-01,108128
barack obama,2013-11-01,96816
barack obama,2013-12-01,96535
barack obama,2014-01-01,106962
barack obama,2014-02-01,64083
barack obama,2014-03-01,75351
barack obama,2014-04-01,84160
barack obama,2014-05-01,75270
barack obama,2014-06-01,82085
barack obama,2014-07-01,68687
barack obama,2014-08-01,102155
barack obama,2014-09-01,120849
barack obama,2014-10-01,46625
barack obama,2014-11-01,118959
barack obama,2014-12-01,80612
barack obama,2015-01-01,71250
barack obama,2015-02-01,90556
barack obama,2015-03-01,47298
barack obama,2015-04-01,61429
barack obama,2015-05-01,34988
barack obama,2015-06-01,67701
barack obama,2015-07-01,68464
barack obama,2015-08-01,37448
barack obama,2015-09-01,30454
barack obama,2015-10-01,66305
barack obama,2015-11-01,70342
barack obama,2015-12-01,73891
barack obama,2016-01-01,59797
barack obama,2016-02-01,50554
barack obama,2016-03-01,36695
barack obama,2016-04-01,55794
barack obama,2016-05-01,61833
barack obama,2016-06-01,63030
barack obama,2016-07-01,80386
barack obama,2016-08-01,39204
barack obama,2016-09-01,68588
barack obama,2016-10-01,33415
barack obama,2016-11-01,88055
barack obama,2016-12-01,85821
barack obama,2017-01-01,73562
barack obama,2017-02-01,4109
barack obama,2017-03-01,10263
barack obama,2017-04-01,12153
barack obama,2017-05-01,10828
barack obama,2017-06-01,7685
barack obama,2017-07-01,3171
barack obama,2017-08-01,3732
barack obama,2017-09-01,5554
barack obama,2017-10-01,9417
barack obama,2017-11-01,2552
barack obama,2017-12-01,5568
barack obama,2018-01-01,4491
barack obama,2018-02-01,8821
barack obama,2018-03-01,4539
barack obama,2018-04-01,3356
barack obama,2018-05-01,4088
barack obama,2018-06-01,4504
barack obama,2018-07-01,14939
barack obama,2018-08-01,9464
barack obama,2018-09-01,41024
barack obama,2018-10-01,7258
barack obama,2018-11-01,16106
barack obama,2018-12-01,6919
barack obama,2019-01-01,2997
barack obama,2019-02-01,2527
barack obama,2019-03-01,2715
barack obama,2019-04-01,6376
barack obama,2019-05-01,3021
barack obama,2019-06-01,2943
barack obama,2019-07-01,4202
barack obama,2019-08-01,6741
barack obama,2019-09-01,2770
barack obama,2019-10-01,7237
barack obama,2019-11-01,6857
barack obama,2019-12-01,3322
barack obama,2020-01-01,2764
barack obama,2020-02-01,5510
barack obama,2020-03-01,2223
barack obama,2020-04-01,6332
barack obama,2020-05-01,22606
barack obama,2020-06-01,10040
barack obama,2020-07-01,17058
bernie sanders,2010-01-01,1287
bernie sanders,2010-02-01,1734
bernie sanders,2010-03-01,1152
bernie sanders,2010-04-01,1758
bernie sanders,2010-05-01,2262
bernie sanders,2010-06-01,603
bernie sanders,2010-07-01,264
bernie sanders,2010-08-01,717
bernie sanders,2010-09-01,1212
bernie sanders,2010-10-01,1512
bernie sanders,2010-11-01,1566
bernie sanders,2010-12-01,6446
bernie sanders,2011-01-01,2958
bernie sanders,2011-02-01,1128
bernie sanders,2011-03-01,2039
bernie sanders,2011-04-01,3822
bernie sanders,2011-05-01,2196
bernie sanders,2011-06-01,3545
bernie sanders,2011-07-01,6294
bernie sanders,2011-08-01,3939
bernie sanders,2011-09-01,3003
bernie sanders,2011-10-01,4518
bernie sanders,2011-11-01,2238
bernie sanders,2011-12-01,3387
bernie sanders,2012-01-01,1545
bernie sanders,2012-02-01,4134
bernie sanders,2012-03-01,972
bernie sanders,2012-04-01,2619
bernie sanders,2012-05-01,2925
bernie sanders,2012-06-01,3672
bernie sanders,2012-07-01,315
bernie sanders,2012-08-01,690
bernie sanders,2012-09-01,1479
bernie sanders,2012-10-01,735
bernie sanders,2012-11-01,2853
bernie sanders,2012-12-01,2182
bernie sanders,2013-01-01,3918
bernie sanders,2013-02-01,1759
bernie sanders,2013-03-01,2073
bernie sanders,2013-04-01,1265
bernie sanders,2013-05-01,738
bernie sanders,2013-06-01,2586
bernie sanders,2013-07-01,1344
bernie sanders,2013-08-01,522
bernie sanders,2013-09-01,3396
bernie sanders,2013-10-01,4089
bernie sanders,2013-11-01,3165
bernie sanders,2013-12-01,3227
bernie sanders,2014-01-01,3438
bernie sanders,2014-02-01,999
bernie sanders,2014-03-01,2793
bernie sanders,2014-04-01,2511
bernie sanders,2014-05-01,9741
bernie sanders,2014-06-01,1695
bernie sanders,2014-07-01,3550
bernie sanders,2014-08-01,1470
bernie sanders,2014-09-01,3492
bernie sanders,2014-10-01,2682
bernie sanders,2014-11-01,3440
bernie sanders,2014-12-01,2175
bernie sanders,2015-01-01,1675
bernie sanders,2015-02-01,1900
bernie sanders,2015-03-01,2613
bernie sanders,2015-04-01,8597
bernie sanders,2015-05-01,10057
bernie sanders,2015-06-01,8390
bernie sanders,2015-07-01,10723
bernie sanders,2015-08-01,12204
bernie sanders,2015-09-01,15208
